elapsed_simulation_time_sec,simulation_time_sec,LF_HAA_position_rad,LF_HFE_position_rad,LF_KFE_position_rad,LH_HAA_position_rad,LH_HFE_position_rad,LH_KFE_position_rad,RF_HAA_position_rad,RF_HFE_position_rad,RF_KFE_position_rad,RH_HAA_position_rad,RH_HFE_position_rad,RH_KFE_position_rad
0.0,354.5959999985268,-0.05850234445383351,0.48714774094754787,-0.9728652012722481,-0.12643139939816445,-0.19945601894869425,-1.550588347360449,-0.021741701744320413,-0.25060392648562024,-1.227990766036335,0.13730945312530823,0.3601826697847167,-0.956649250256906
0.005999999999858119,354.60199999852665,-0.05783781484835301,0.4558042103673814,-0.9372467510851454,-0.1223023286037884,-0.2019063645863025,-1.5692470939665766,-0.019059202952954792,-0.2608228464393996,-1.2339966420266468,0.1416876680149684,0.3411494733686985,-0.9496975640624931
0.011999999999716238,354.6079999985265,-0.05024444432841706,0.42537384322533084,-0.9098848722757475,-0.11245661101430994,-0.20304355730454765,-1.592085382012438,-0.01022537921540047,-0.2700448519790268,-1.2445747063075212,0.15227856614968135,0.3189167110765704,-0.9414763078284318
0.017999999999574356,354.61399999852637,0.0032652065685570414,0.34883085165645633,-0.9051029888663809,-0.11887664774101372,-0.20577308690182855,-1.6095151556797163,-0.004330376981395325,-0.28071286996519446,-1.2703580128958343,0.07465270226348121,0.19281783839400773,-1.0074548522328757
0.023999999999432475,354.6199999985262,0.01114388080707626,0.3203623484545345,-0.8925953737438796,-0.107397378024641,-0.20104699622541036,-1.6444535722133993,0.004872424044191449,-0.2834457482254645,-1.291718280617994,0.08456779209638515,0.1739365799956561,-1.0064353445205925
0.029999999999290594,354.6259999985261,0.01902255504559548,0.29189384525261264,-0.8800877586213783,-0.09591810830826827,-0.19632090554899218,-1.6793919887470823,0.014075225069778222,-0.28617862648573444,-1.3130785483401541,0.09448288192928911,0.15505532159730445,-1.0054158368083093
0.03599999999914871,354.63199999852594,0.024532145811933012,0.265216607884504,-0.8688938685480487,-0.08762426228305134,-0.18783816509040546,-1.717858322202731,0.020595154358133517,-0.28571282201001363,-1.3375572201052424,0.10134093186868903,0.1388570697976532,-1.008323018849967
0.04199999999900683,354.6379999985258,0.027672653105550192,0.24033063635061597,-0.8590137035241892,-0.08251583994971451,-0.17559877484879616,-1.7598525725811478,0.024432211908647316,-0.2820483347975748,-1.3651542959139675,0.10514194191388984,0.1253418245973124,-1.0151568906464594
0.04799999999886495,354.64399999852566,0.01040537774592689,0.2144603163840671,-0.8310984425981335,-0.08873895560538582,-0.1875473935180696,-1.7488761808773914,0.00877476370284478,-0.2832298947297182,-1.36203029436309,0.09489924132539453,0.11233996798688098,-0.9989154085962256
0.05399999999872307,354.6499999985255,0.012192875097894315,0.19231211950647747,-0.8302439024213871,-0.08047473935897195,-0.1757570894261436,-1.792437261891021,0.012835565044175915,-0.2766087780219338,-1.3908790813127934,0.10020365971857978,0.10293229440262704,-1.0093413060681224
0.05999999999858119,354.6559999985254,0.014499735168999965,0.17119797814137536,-0.8287219806357561,-0.07512716249795855,-0.1766053479327766,-1.794443457211397,0.019326166109621335,-0.27324687693272703,-1.396365586251549,0.10536193262194016,0.09497768056466534,-1.0209162697161371
0.06599999999843931,354.66199999852523,0.017845321792822152,0.15215195002010778,-0.8258652942002992,-0.07561287066622341,-0.20273075875614982,-1.7133397919774676,0.030676371837120103,-0.2764034140742475,-1.3551274770380042,0.11022791423205422,0.08992918933724012,-1.0347893681820353
0.07199999999829743,354.6679999985251,0.021190908416644335,0.13310592189884024,-0.8230086077648422,-0.07609857883448828,-0.228856169579523,-1.632236126743538,0.04202657756461886,-0.279559951215768,-1.3138893678244592,0.11509389584216827,0.08488069810981491,-1.0486624666479334
0.07799999999815554,354.67399999852495,0.0088500634871388,0.12753514647556669,-0.8290919149716804,-0.037725904538721655,-0.26011721377355984,-1.6708938610186392,0.00986337256995274,-0.2970616959940789,-1.3861576659156691,0.11206077722188898,0.09263998514058702,-1.060222701248889
0.08399999999801366,354.6799999985248,0.009527098499256464,0.11126877215286708,-0.829155380436951,-0.04284343397250853,-0.286475239008583,-1.58575274261303,0.027746234881971428,-0.3003591355008752,-1.34019950778459,0.11531386157000498,0.09058935157046977,-1.0745189156891208
0.08999999999787178,354.68599999852466,0.010204133511374128,0.09500239783016749,-0.8292188459022217,-0.04796096340629542,-0.3128332642436062,-1.5006116242074208,0.04562909719399012,-0.3036565750076715,-1.2942413496535108,0.11856694591812098,0.08853871800035253,-1.0888151301293525
0.0959999999977299,354.6919999985245,0.012365313959035697,0.07888013349653693,-0.833012992017826,-0.05613209879113838,-0.335084787886656,-1.425769913152902,0.06170650608379292,-0.3070284088075137,-1.2499173743979102,0.1220318477981277,0.08221221477407678,-1.1014405776716165
0.10199999999758802,354.6979999985244,0.016010639842578632,0.06290197915200818,-0.840537818784612,-0.06735684012773174,-0.35322980993679887,-1.3612276094518152,0.07597846155096931,-0.31047463690041877,-1.2072275820181595,0.12570856721007334,0.0716098418906703,-1.112395258315533
0.10799999999744614,354.70399999852424,0.01454299721981998,0.05423253926801645,-0.8668465996582699,-0.06922750185655521,-0.3591254275399108,-1.3814911254561093,0.07764716729485494,-0.3371872592544052,-1.22549247692041,0.13494447233045678,0.0667547225806539,-1.1355444845086609
