elapsed_simulation_time_sec,simulation_time_sec,LF_HAA_torque_nm,LF_HFE_torque_nm,LF_KFE_torque_nm,LH_HAA_torque_nm,LH_HFE_torque_nm,LH_KFE_torque_nm,RF_HAA_torque_nm,RF_HFE_torque_nm,RF_KFE_torque_nm,RH_HAA_torque_nm,RH_HFE_torque_nm,RH_KFE_torque_nm
0.0,354.5959999985268,5.654407711841376,-3.283215763737359,-8.9091612877944,2.438115681956209,3.934645380599039,0.7667359077840095,-4.832512886283778,4.67944175118134,-0.7927757124033477,-3.7860164361136373,-1.1686685159982408,-3.6145835888414997
0.005999999999858119,354.60199999852665,5.591417110882806,-2.9259461479164797,-8.621929288239647,2.298616092273594,3.930893338509624,0.8708171023971307,-4.920881865460669,5.123191247664967,-0.5184833315610453,-3.790086660068021,-0.6427073503441973,-3.5589751297292187
0.011999999999716238,354.6079999985265,5.67936730554314,-2.679494235398775,-8.534279993703839,2.179514727379623,3.910362604081586,0.9521221708443885,-4.8807902766614095,5.375671629684161,-0.308921829116866,-3.6783076210335923,-0.35257823603404426,-3.439727077120251
0.017999999999574356,354.61399999852637,5.999999999999609,-1.3136679144623213,-6.908138014309012,0.9437252559094353,2.704891873638881,0.924456389057699,-4.031719498661748,5.93094304841244,0.49239817732140057,-3.3831187170322616,0.23526211963505578,-3.1899843372375156
0.023999999999432475,354.6199999985262,6.000000000000228,-1.4255041392594485,-7.260227127140723,0.685528054132105,2.0871273731136166,0.7511717502528277,-3.8061847642387967,5.9547647733396865,0.5473734466121696,-3.214452616357048,0.28057663999929344,-3.0327383946604
0.029999999999290594,354.6259999985261,5.999999999998178,-1.5229338604818234,-7.595937699052993,0.431132966488212,1.4409181012024017,0.5536863360087287,-3.5796687403753986,5.974788756455579,0.5994190955500052,-3.0456074163244935,0.30662623919680526,-2.880652714878656
0.03599999999914871,354.63199999852594,6.000000000000331,-1.1122973328637746,-7.5500670938046355,0.3182314084080492,1.2458652180935321,0.5241690374488399,-3.5294796800167703,6.308111497829983,0.8599873508392191,-2.8688436962405652,0.4902113606754262,-2.7273973860885663
0.04199999999900683,354.6379999985258,5.999999999998597,-0.20630724766982375,-7.109927984732391,0.3389667793858582,1.525201958207815,0.6849726443557616,-3.65493969068064,6.956965569675466,1.3332220810216517,-2.687786435789437,0.8410130026631133,-2.5640608625680232
0.04799999999886495,354.64399999852566,6.000000000001103,-0.389035174673268,-6.360877869376457,2.11789266460116,5.033950447972629,1.823466721962022,-4.048981084789027,6.891734119983792,0.8535165350336984,-3.032573733966541,0.16050531315051014,-3.580896106982239
0.05399999999872307,354.6499999985255,5.999999999999855,-0.18420944692511923,-6.24000084865658,2.0383186099604105,5.072806425843564,1.8952926406266442,-4.072720854092229,7.017707624322371,0.9900082425704534,-3.00791798779623,0.2518582691562281,-3.5050286803859483
0.05999999999858119,354.6559999985254,6.000000000000725,-1.583671935058621,-8.84329865328235,-1.811741122259605,-0.6342825106610966,0.08463113211491963,2.1784499834269195,-0.5755536104665505,0.24718214643070682,-5.999999999998982,-0.028347420552798715,-5.913270360779651
0.06599999999843931,354.66199999852523,5.999999999999604,-1.011505776987124,-8.335897380170735,-2.037651762751522,-0.7728444879305839,0.06082346620458651,2.2656169316236023,-0.6471373175853615,0.25549367912421395,-5.999999999998668,0.43775827859085836,-5.368884209200539
0.07199999999829743,354.6679999985251,6.000000000000053,-0.46235274113939384,-7.8276964911636915,-1.8741917102602126,-0.2620696824787323,0.18511642064787276,1.9274862356257014,-0.2298809191215854,0.2692040385021353,-5.999999999998577,0.8768664845289837,-4.846736716279089
0.07799999999815554,354.67399999852495,5.999999999999927,-1.9516832023813917,-8.451120598922836,-1.3375150048757811,-0.3998802759224433,0.07660508274220947,2.0107566125399536,-0.2608374764222731,0.2340228629311738,-6.000000000000377,-1.8502361009978088,-6.857279802612552
0.08399999999801366,354.6799999985248,5.9999999999995595,-1.366324934072034,-7.949313591499371,-1.25903134976088,-0.7090922974406462,-0.04468604063017327,1.6880905941395505,-0.29751504712957466,0.18842026169020246,-6.000000000000407,-1.0920564935570234,-6.157622435368008
0.08999999999787178,354.68599999852466,6.0000000000005915,-0.7907312916444056,-7.440023963914898,-1.279854699428583,-0.8035800654351332,-0.06307627117283675,1.5014128195342973,-0.4911176889567597,0.1258084955298616,-5.999999999999865,-0.3229354806551352,-5.44963101495227
0.0959999999977299,354.6919999985245,6.000000000000161,-0.3331009453762656,-7.038219263124428,-1.2702190900113972,-0.784332050542156,-0.04255170898003181,1.4269075056849205,-0.6372312969966917,0.06608366749026802,-6.000000000000124,0.26687213817225874,-4.809690760621578
