elapsed_time_sec,simulation_time_sec,LF_HAA_torque_nm,LF_HFE_torque_nm,LF_KFE_torque_nm,LH_HAA_torque_nm,LH_HFE_torque_nm,LH_KFE_torque_nm,RF_HAA_torque_nm,RF_HFE_torque_nm,RF_KFE_torque_nm,RH_HAA_torque_nm,RH_HFE_torque_nm,RH_KFE_torque_nm
0.0,101.10800000011872,3.225011097269408,1.5744641956984264,-5.3519865904766135,-0.26585538068395315,0.8792284744595932,0.1867974214123994,-0.018544499841987028,0.9866611468439389,0.1422947988094065,-4.054544763085622,1.3279905635010079,-2.5350507776551945
0.005000000000023874,101.11300000011875,3.2623103108291076,1.8873175410362446,-5.240495093061831,-0.2786228547664954,0.8486750284765829,0.10685425018619266,-0.05187014563733616,1.1317571021364863,-0.12469770240295808,-4.015738737353292,1.3983770434021077,-2.327804875132779
0.010000000000047748,101.11800000011877,3.594803520437897,0.6898901268047056,-6.151599110814234,-0.20635665509182932,0.5116724783007717,0.22285490210618344,0.8584478579513403,0.683436425528127,-0.2357735540025915,-3.6400300919494875,0.035798741437869874,-3.2215246800901305
0.015000000000071623,101.1230000001188,3.454634552775695,1.3152035080446083,-5.703495610366201,-0.4503235107591229,0.7563740428001722,0.03507971136848326,0.5220891874242648,0.8164384064629873,-0.01791860327532624,-3.8507562835230638,0.49737164836603265,-2.8905527068700234
0.020000000000095497,101.12800000011882,3.3669036166407875,1.9436543456566455,-5.283536921137242,-0.5635245928118728,0.8488158767161544,-0.16268628854821027,0.2936109731484754,1.0341052448518648,-0.0738080916885201,-3.9838828189735787,0.9510134138679337,-2.536159259916412
0.02500000000011937,101.13300000011884,3.3009246203065032,2.5458545683162375,-4.88622479414082,-0.6623019422770928,0.7788038995188382,-0.13976001542884925,0.10061027056580207,1.077567196761453,-0.03468276928253858,-4.0978387049045555,1.35438039803172,-2.1507647923864215
0.030000000000143245,101.13800000011886,3.434963960391028,3.037217075923265,-4.609255033455165,-0.7796784985038951,0.7117207927487913,-0.1650711498242241,-0.011603963718747723,1.1649796984757816,-0.24068774000941615,-3.9817919286320205,1.6083999135504576,-1.8313790945583102
0.03500000000016712,101.14300000011889,3.741337937804622,1.569472576423847,-5.888228638949089,-0.7636469976584903,0.4649380303376581,0.281926418897261,1.0233109774393938,0.6306097015719928,0.28594485869752534,-3.573655287045928,-0.20698159346831424,-3.042534846199217
0.040000000000190994,101.14800000011891,3.7074551727212066,2.4928031240979758,-5.083949304875441,-1.187755704453076,0.8330351770564056,-0.27193050055719986,0.6928191690673469,1.074003007136329,-0.10770757657063873,-3.7284430995954048,0.6423297747844492,-2.5008478928957305
0.04500000000021487,101.15300000011894,3.724204507746605,3.4158636255216446,-4.35705568803509,-1.3907187484549008,0.7792463115109668,-0.06406498071937289,0.2918493509664284,1.182564743670914,0.06431498408015607,-3.815163769368613,1.4483604761044722,-1.9054376530262132
0.05000000000023874,101.15800000011896,3.7745637302134694,4.3245610571369175,-3.7176695382330815,-1.612474381980451,0.7645319085562607,-0.06876919472704218,-0.0077904460231681405,1.2815220194138106,0.04029343091190507,-3.8554999445998193,2.1830676961860975,-1.2801356831189556
0.05500000000026262,101.16300000011898,3.9728093181238227,5.298150167527933,-2.986106325227146,-1.8737494418977008,0.6861059629320209,-0.08989430813605276,-0.1733798007772862,1.322117481164493,-0.11568974612902633,-3.9880009407033907,3.46750495838113,-0.5710570273887551
0.06000000000028649,101.16800000011901,4.310851390272164,4.7499049286648996,-3.6745939883196432,-1.7590209715673886,0.7207211275907748,0.6112246543740016,0.6814581692062416,1.2686820790753957,0.49995179740311313,-2.614113365134463,1.0185055510698322,-1.8559187829327415
0.06500000000031037,101.17300000011903,3.9932290463358013,6.866401836720242,-1.7183491954832277,-2.5584495878645637,1.0551698071535163,-0.3400119694000505,0.25064675218065535,1.7008354243901342,-0.08003040419953056,-4.327575117147788,5.27608921513878,0.08887316274415791
0.07000000000033424,101.17800000011906,3.9410301161647947,8.985596388964689,-0.16023382971932665,-2.906022503662796,0.6893656326400885,0.07296218729384851,-0.029888157034848817,1.6117504098396467,0.15555182575215865,-5.724300053809953,9.205376062888448,2.32651392401677
0.07500000000035811,101.18300000011908,3.7641056941992415,11.075508568409404,1.1866988135065077,-3.0428524490419258,0.5169550545683703,-0.03884696010935795,0.05422174257711798,1.4957847465030158,0.0234500195728764,-5.3465745061739645,10.837825562690306,3.936591766301017
0.08000000000038199,101.1880000001191,4.304047144064761,11.080240584117693,0.45827368339832253,-2.8472412272094507,0.1719228394469004,0.19807893015059186,0.4337034997810225,1.02352858805408,0.1059366380861444,-4.812401562095545,9.814119348306678,4.2308347217666205
0.08500000000040586,101.19300000011913,3.36355717619281,4.6907593951501045,-1.4195599053889523,3.554217000921523,-8.81801970640931,-0.08519529203260845,-4.034293163217522,-10.103107090624787,-0.636746138265083,1.386800412438733,-0.7996543921131678,0.4390583524399157
0.09000000000042974,101.19800000011915,2.445842277094457,4.662635622648784,-1.0666638169333282,1.6679700844875454,-5.57854232466801,-2.726410389701639,-3.2227502934900674,-7.657130301893089,-3.0481381434586514,0.20194846752798212,-0.010409084788761236,-0.6921236303585003
0.09500000000045361,101.20300000011918,2.008979129949074,4.746975691399321,-0.845030157878789,1.4487143586573008,-3.7357689821456757,-1.5587787265795496,-2.9342176379089153,-5.865676916340716,-2.1709394238508697,-0.2268433554418956,0.457885187155335,-1.0125922792758644
0.10000000000047748,101.2080000001192,1.8552640384675887,4.790197784171325,-0.7277812699150961,0.7615731072346641,-2.2415483713968,-0.6208201764961538,-1.9349239756874321,-4.2520842330329565,-1.1769466966139959,-0.5105464689638329,0.6784615924179579,-1.2035713596871696
0.10500000000050136,101.21300000011922,1.799111697163668,5.076133273045681,-0.6553335208634161,-0.15411812372909095,-1.0855868582732935,-0.19876296486126943,-0.7014976332062126,-2.82764073503037,-0.5683493283034862,-0.7229121612078923,0.8870035304065697,-1.241964235991086
0.11000000000052523,101.21800000011925,2.625357272437001,3.9264231059984884,-1.295078162567925,1.6149496772723184,0.3103345407755502,-1.259518045478095,-1.1505188210498476,-1.675074576511392,-6.503252787869437,-0.5947161983720202,2.5735032618550213,0.5823239077568698
0.11500000000054911,101.22300000011927,2.4034586956562976,4.548618192745864,-0.9056428829519698,0.5339688896473203,0.4530633027237374,-0.3932173266859582,-2.842836573477233,-0.9492762538627335,-6.615867130464393,-1.3468254649545197,2.492637925424288,0.21426553299423118
0.12000000000057298,101.2280000001193,2.5523559626750076,5.179341603823354,-0.6430159334381292,0.4284074542930991,0.89299418322941,-1.3395149616986965,-2.9601052261891425,-0.4692053122229358,-6.302021255790564,-1.7009774963528979,2.305169268959194,-0.11867410169168091
0.12500000000059686,101.23300000011932,2.694047503864521,5.705905654708651,-0.3340859501365742,0.3230758216887315,1.2402184799295775,-1.598404286704794,-2.928922303080971,-0.11258711122613807,-5.915746855377033,-2.030148700879502,1.9638044123196365,-0.3086607516956404
0.13000000000062073,101.23800000011934,2.835210362590529,5.921157858840309,-0.3850180077335517,0.5533619819537297,1.299565355936059,-1.6710123998078363,-2.89672769558418,-0.008315540076361816,-5.935902433719557,-1.5784393311005767,1.8165881392331409,-0.3108577580428939
0.1350000000006446,101.24300000011937,2.5783880434504973,5.778154696201165,-0.38469379568763734,2.035035660990362,0.5272296845458689,-3.0472539525385507,-4.312531856218234,-1.3443714771132997,-7.388176963183803,-0.9041500033024733,1.876080926685549,0.30836140705148696
0.14000000000066848,101.24800000011939,2.457625888439356,5.835349501450956,-0.19315934339804802,1.8491133842520875,0.567390725598831,-2.9683875780185023,-4.472315018000609,-1.2115040858721646,-7.295553564312259,-0.9042796502926841,1.669649002051192,0.09010755592897624
0.14500000000069235,101.25300000011941,2.4169025827744712,5.914154458157739,-0.007906972195749484,1.7333454321330855,0.6201840685366062,-2.8884328662484977,-4.555842322732698,-1.0757884712596049,-7.159642756802203,-0.8187729692520497,1.4286669770866012,-0.10054429509039486
0.15000000000071623,101.25800000011944,2.409651149522794,6.011218944832175,0.15708886015336354,1.654700918047163,0.6754260281042983,-2.8088167420947885,-4.601381899655424,-0.955132931860448,-6.969432022023227,-0.6873184085295277,1.1679026019403724,-0.26565372412569493
